FLY_GENE1	FLY_GENE2	REFERENCE	DATE_LAST_UPDATED	DATA_VERSION	REFERENCEURL	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	INTERACTION_DETECT_METHODS
FBgn0001987	FBgn0243512	FBrf0212409	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0212409	Gli	puc	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001987	FBgn0001169	FBrf0128367	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0128367	Gli	H	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001987	FBgn0262391	"FBrf0231586, FBrf0231586"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0231586, FBrf0231586"	Gli	mir-184	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001987	FBgn0003716	"FBrf0231586, FBrf0231586"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0231586, FBrf0231586"	Gli	tkv	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001987	FBgn0020493	"FBrf0231586, FBrf0231586"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0231586, FBrf0231586"	Gli	Dad	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001987	FBgn0003716	"FBrf0231586, FBrf0231586"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0231586, FBrf0231586"	Gli	tkv	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001987	FBgn0004647	FBrf0128367	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0128367	Gli	N	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001990	FBgn0033402	FBrf0235455	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0235455	wek	Myd88	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001990	FBgn0003882	FBrf0193565	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0193565	wek	tub	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001990	FBgn0262579	FBrf0235455	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0235455	wek	Ect4	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001990	FBgn0262473	FBrf0193565	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0193565	wek	Tl	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001990	FBgn0010441	FBrf0193565	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0193565	wek	pll	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0002022	FBgn0003162	FBrf0200509	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0200509	Catsup	Pu	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0002022	FBgn0285896	FBrf0200509	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0200509	Catsup	btl	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0002022	FBgn0000150	FBrf0200509	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0200509	Catsup	awd	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0002023	FBgn0086680	FBrf0180170	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0180170	Lim3	vvl	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0002069	FBgn0011766	FBrf0108515	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0108515	AspRS	E2f1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0002069	FBgn0011763	FBrf0108515	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0108515	AspRS	Dp	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0020893	FBrf0090859	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090859	osk	Su(osk)K2	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0063485	"FBrf0206294, FBrf0206294"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0206294, FBrf0206294"	osk	Lasp	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0002962	"FBrf0090804, FBrf0090859"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0090804, FBrf0090859"	osk	nos	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0015925	FBrf0192235	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0192235	osk	csul	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0063485	"FBrf0206294, FBrf0206294"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0206294, FBrf0206294"	osk	Lasp	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0020901	FBrf0090859	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090859	osk	Su(osk)B11	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0020892	FBrf0090859	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090859	osk	Su(osk)K6	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0020903	FBrf0090859	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090859	osk	Su(osk)2-O26	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0023167	FBrf0211144	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0211144	osk	SmD3	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0020895	FBrf0090859	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090859	osk	Su(osk)G71	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0004838	FBrf0174544	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0174544	osk	Hrb27C	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0003520	FBrf0127231	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0127231	osk	stau	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0003978	FBrf0187448	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0187448	osk	vls	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0020888	FBrf0090859	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090859	osk	Su(osk)P59	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0261064	FBrf0204304	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0204304	osk	Rbsn-5	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0020898	FBrf0090859	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090859	osk	Su(osk)E2	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0020894	FBrf0090859	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090859	osk	Su(osk)H1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0020897	FBrf0090859	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090859	osk	Su(osk)G23	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0004884	FBrf0090859	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090859	osk	bwk	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0020891	FBrf0090859	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090859	osk	Su(osk)M26	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0020896	FBrf0090859	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090859	osk	Su(osk)G28	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003015	FBgn0020902	FBrf0090859	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0090859	osk	Su(osk)3-O26	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003016	FBgn0034246	FBrf0200691	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0200691	osp	Dcr-2	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003023	FBgn0264270	FBrf0076939	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0076939	otu	Sxl	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003023	FBgn0086895	FBrf0223294	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0223294	otu	pea	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003023	FBgn0000392	FBrf0093133	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0093133	otu	cup	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003023	FBgn0003034	FBrf0158941	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0158941	otu	SP	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003028	FBgn0003023	FBrf0111908	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0111908	ovo	otu	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003028	FBgn0002774	"FBrf0105902, FBrf0065519"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0105902, FBrf0065519"	ovo	mle	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003028	FBgn0067670	FBrf0160672	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0160672	ovo	ovo::Bole\ovo	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003028	FBgn0264270	"FBrf0051953, FBrf0105902"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0051953, FBrf0105902"	ovo	Sxl	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003028	FBgn0087003	FBrf0211356	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0211356	ovo	tal	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003028	FBgn0003449	FBrf0080317	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0080317	ovo	snf	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003035	FBgn0003570	FBrf0038033	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0038033	par	Su(par)	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003041	FBgn0014020	"FBrf0158812, FBrf0111464, FBrf0111464, FBrf0199094, FBrf0206776, FBrf0219752, FBrf0180157"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0158812, FBrf0111464, FBrf0111464, FBrf0199094, FBrf0206776, FBrf0219752, FBrf0180157"	pbl	Rho1	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003041	FBgn0261673	FBrf0199094	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0199094	pbl	nemy	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003041	FBgn0031952	"FBrf0199094, FBrf0199094"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0199094, FBrf0199094"	pbl	cdc14	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003041	FBgn0010382	FBrf0152035	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0152035	pbl	CycE	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003041	FBgn0004656	"FBrf0199094, FBrf0199094"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0199094, FBrf0199094"	pbl	fs(1)h	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003041	FBgn0263853	FBrf0199094	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0199094	pbl	GS9605	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003041	FBgn0024555	FBrf0199094	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0199094	pbl	flfl	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003041	FBgn0015903	"FBrf0199094, FBrf0199094"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0199094, FBrf0199094"	pbl	apt	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0011604	"FBrf0187487, FBrf0187487"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0187487, FBrf0187487"	pnr	Iswi	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0261244	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	inaE	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062679	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP2086	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0023023	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	CRMP	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062648	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP443	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0033402	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	Myd88	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0035626	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	lin-28	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062636	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP995	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0033166	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	Eaf	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0035693	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	CG8219	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0000180	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	bib	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062663	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP3186	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0051176	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	CG31176	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062684	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP1555	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062689	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP1388	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062705	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP1065	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0043457	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	CG5180	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0036165	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	chrb	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0003396	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	shn	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0024352	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	Stip1	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062658	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP3283	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0284435	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	tyn	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0063364	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP416	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062644	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP646	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0043380	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP787	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0011604	"FBrf0187487, FBrf0187487"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0187487, FBrf0187487"	pnr	Iswi	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0014002	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	Pdi	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062646	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP531	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0016660	FBrf0208577	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0208577	pnr	H15	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062652	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP374	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0284084	FBrf0125129	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0125129	pnr	wg	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0039632	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	Cul5	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0050497	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	CG30497	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062692	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP1340	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0026250	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	eIF1A	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0283657	"FBrf0147055, FBrf0147055"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0147055, FBrf0147055"	pnr	Tlk	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062649	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP417	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0004110	FBrf0190316	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0190316	pnr	tin	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0022764	FBrf0207210	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0207210	pnr	Sin3A	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0261239	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	Hr39	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062650	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP393	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0031012	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	CG8051	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003117	FBgn0062669	FBrf0147055	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147055	pnr	EP3068	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0003118	FBgn0000233	"FBrf0233334, FBrf0233334"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0233334, FBrf0233334"	pnt	btd	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001086	FBgn0031392	FBrf0224436	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0224436	fzy	AIF	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001086	FBgn0034937	FBrf0151839	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0151839	fzy	fzr2	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001087	FBgn0003996	"FBrf0147069, FBrf0147069, unattributed"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0147069, FBrf0147069, unattributed"	g	w	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001087	FBgn0003996	"FBrf0147069, FBrf0147069, unattributed"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0147069, FBrf0147069, unattributed"	g	w	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001087	FBgn0004050	FBrf0147069	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0147069	g	z	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001087	FBgn0037218	"FBrf0209903, FBrf0210495"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0209903, FBrf0210495"	g	aux	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001087	FBgn0050077	FBrf0209903	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209903	g	Blos1	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001104	FBgn0011674	FBrf0162191	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0162191	Gαi	insc	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001104	FBgn0040080	"FBrf0155600, FBrf0162191"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0155600, FBrf0162191"	Gαi	pins	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001104	FBgn0052150	FBrf0235933	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0235933	Gαi	meru	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0262067	FBrf0209456	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209456	DCTN1-p150	EG7	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0261797	"FBrf0205741, FBrf0084178, FBrf0038057, FBrf0084178, unattributed"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0205741, FBrf0084178, FBrf0038057, FBrf0084178, unattributed"	DCTN1-p150	Dhc64C	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0028379	FBrf0221747	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0221747	DCTN1-p150	fan	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0003654	"FBrf0155472, FBrf0134753, FBrf0180149"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0155472, FBrf0134753, FBrf0180149"	DCTN1-p150	sw	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0260795	FBrf0221747	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0221747	DCTN1-p150	NaPi-III	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0001308	"FBrf0180149, FBrf0218160, FBrf0218160"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0180149, FBrf0218160, FBrf0218160"	DCTN1-p150	Khc	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0261854	FBrf0209456	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209456	DCTN1-p150	aPKC	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0262070	FBrf0209456	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209456	DCTN1-p150	EG149	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0037884	FBrf0221747	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0221747	DCTN1-p150	Arfip	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0261797	"FBrf0205741, FBrf0084178, FBrf0038057, FBrf0084178, unattributed"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0205741, FBrf0084178, FBrf0038057, FBrf0084178, unattributed"	DCTN1-p150	Dhc64C	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0005672	FBrf0205741	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0205741	DCTN1-p150	spi	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0262065	FBrf0209456	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209456	DCTN1-p150	SG16	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0262066	FBrf0209456	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209456	DCTN1-p150	SG46	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0038740	FBrf0221747	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0221747	DCTN1-p150	CG4562	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0261720	FBrf0038057	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0038057	DCTN1-p150	Su(Gl)160	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0262062	FBrf0209456	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209456	DCTN1-p150	SG13	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0025790	"FBrf0236138, FBrf0236138"	29-Aug-18	DroID_v2018_08	"http://flybase.org/reports/FBrf0236138, FBrf0236138"	DCTN1-p150	TBPH	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0003310	FBrf0205741	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0205741	DCTN1-p150	S	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0004837	FBrf0209456	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0209456	DCTN1-p150	Su(H)	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0025595	FBrf0221747	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0221747	DCTN1-p150	AkhR	suppressible	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0015754	FBrf0129938	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0129938	DCTN1-p150	Lis-1	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0032848	FBrf0221747	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0221747	DCTN1-p150	nesd	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0250788	FBrf0210445	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0210445	DCTN1-p150	β-Spec	enhanceable	psi-mi:MI0208(genetic interaction)
FBgn0001108	FBgn0003563	FBrf0038057	29-Aug-18	DroID_v2018_08	http://flybase.org/reports/FBrf0038057	DCTN1-p150	Su(Gl)27	suppressible	psi-mi:MI0208(genetic interaction)
